sxx,sxy,syy,x,y
-36.285,-5.48177,-11.1781,0,0
-26.0983,0.539523,-0.0712084,0.25641,0
-26.6972,0.108645,0.0421105,0.512821,0
-25.5167,0.093294,0.00913193,0.769231,0
-24.1384,0.113735,0.00195269,1.02564,0
-22.776,0.132063,0.000933488,1.28205,0
-21.4526,0.146163,0.000518689,1.53846,0
-20.1691,0.156575,0.00018147,1.79487,0
-18.9254,0.163749,-0.000118253,2.05128,0
-17.7212,0.168057,-0.00038256,2.30769,0
-16.5567,0.169838,-0.000609666,2.5641,0
-15.4318,0.169405,-0.00079806,2.82051,0
-14.3465,0.167055,-0.00094732,3.07692,0
-13.3007,0.163061,-0.00105812,3.33333,0
-12.2946,0.157677,-0.00113204,3.58974,0
-11.328,0.151138,-0.00117139,3.84615,0
-10.401,0.143663,-0.00117899,4.10256,0
-9.51348,0.13545,-0.00115803,4.35897,0
-8.66554,0.126684,-0.00111198,4.61538,0
-7.85713,0.117529,-0.00104438,4.87179,0
-7.08823,0.10814,-0.000958852,5.12821,0
-6.35885,0.0986514,-0.000858923,5.38462,0
-5.66896,0.0891883,-0.000748028,5.64103,0
-5.01857,0.0798604,-0.000629425,5.89744,0
-4.40765,0.0707656,-0.000506166,6.15385,0
-3.83622,0.0619904,-0.000381067,6.41026,0
-3.30425,0.0536101,-0.000256685,6.66667,0
-2.81174,0.0456901,-0.000135312,6.92308,0
-2.35869,0.038286,-1.90E-05,7.17949,0
-1.94509,0.0314452,9.06E-05,7.4359,0
-1.57093,0.0252067,0.000191871,7.69231,0
-1.23622,0.0196024,0.000283631,7.94872,0
-0.940944,0.0146578,0.000364854,8.20513,0
-0.685105,0.0103924,0.000434736,8.46154,0
-0.468698,0.00682037,0.000492822,8.71795,0
-0.291714,0.0039499,0.000540406,8.97436,0
-0.154175,0.00178188,0.000588644,9.23077,0
-0.0565329,0.000349589,0.000678405,9.48718,0
-0.00244422,0.000260149,0.000381513,9.74359,0
0.00442301,0.00165561,0.000389803,10,0
-23.2978,-3.1792,-8.91338,0,0.1
-23.0476,-0.0847784,0.635856,0.25641,0.1
-21.5375,-0.338453,0.152664,0.512821,0.1
-20.4318,-0.415351,0.0198249,0.769231,0.1
-19.3214,-0.400471,0.00560746,1.02564,0.1
-18.2336,-0.373262,0.00567079,1.28205,0.1
-17.1765,-0.347766,0.00703546,1.53846,0.1
-16.1509,-0.325192,0.00831156,1.79487,0.1
-15.1569,-0.305249,0.00941952,2.05128,0.1
-14.1945,-0.287615,0.0103788,2.30769,0.1
-13.2636,-0.272013,0.0112058,2.5641,0.1
-12.3643,-0.258188,0.0119133,2.82051,0.1
-11.4966,-0.245906,0.0125119,3.07692,0.1
-10.6605,-0.234949,0.0130109,3.33333,0.1
-9.85587,-0.225111,0.0134188,3.58974,0.1
-9.08286,-0.216205,0.0137427,3.84615,0.1
-8.34141,-0.208058,0.0139893,4.10256,0.1
-7.63153,-0.200509,0.0141646,4.35897,0.1
-6.95321,-0.193411,0.0142737,4.61538,0.1
-6.30646,-0.18663,0.0143217,4.87179,0.1
-5.69126,-0.180045,0.014313,5.12821,0.1
-5.10762,-0.173547,0.0142518,5.38462,0.1
-4.55554,-0.167034,0.0141419,5.64103,0.1
-4.035,-0.16042,0.013987,5.89744,0.1
-3.54602,-0.153626,0.0137906,6.15385,0.1
-3.08859,-0.146581,0.0135561,6.41026,0.1
-2.6627,-0.139225,0.0132864,6.66667,0.1
-2.26837,-0.131505,0.0129847,6.92308,0.1
-1.90557,-0.123377,0.0126537,7.17949,0.1
-1.57432,-0.114803,0.0122962,7.4359,0.1
-1.27462,-0.10575,0.0119148,7.69231,0.1
-1.00646,-0.0961919,0.0115117,7.94872,0.1
-0.769835,-0.0861093,0.0110894,8.20513,0.1
-0.564758,-0.0754857,0.0106497,8.46154,0.1
-0.391222,-0.0643098,0.0101949,8.71795,0.1
-0.249229,-0.0525716,0.00972549,8.97436,0.1
-0.138803,-0.040227,0.00922314,9.23077,0.1
-0.0601303,-0.0269328,0.00852442,9.48718,0.1
-0.0137313,-0.0111824,0.00716151,9.74359,0.1
0.00173787,0.00256691,0.0116173,10,0.1
-16.2688,-0.919039,-6.55506,0,0.2
-17.6939,-1.20231,-0.104235,0.25641,0.2
-16.3164,-0.829758,0.0822629,0.512821,0.2
-15.3462,-0.827918,0.0207005,0.769231,0.2
-14.4972,-0.802086,0.00546378,1.02564,0.2
-13.682,-0.767622,0.00610015,1.28205,0.2
-12.8906,-0.734104,0.00881502,1.53846,0.2
-12.1227,-0.702744,0.0113571,1.79487,0.2
-11.3782,-0.673369,0.0135655,2.05128,0.2
-10.6573,-0.645734,0.0154785,2.30769,0.2
-9.95987,-0.619627,0.0171268,2.5641,0.2
-9.28605,-0.594858,0.0185322,2.82051,0.2
-8.63579,-0.571252,0.0197135,3.07692,0.2
-8.00911,-0.548644,0.0206876,3.33333,0.2
-7.40602,-0.526881,0.0214704,3.58974,0.2
-6.82652,-0.505823,0.0220768,3.84615,0.2
-6.27061,-0.48534,0.0225207,4.10256,0.2
-5.73831,-0.46531,0.022815,4.35897,0.2
-5.22961,-0.445625,0.022972,4.61538,0.2
-4.74452,-0.426183,0.0230032,4.87179,0.2
-4.28305,-0.406892,0.0229194,5.12821,0.2
-3.8452,-0.387671,0.022731,5.38462,0.2
-3.43097,-0.368445,0.0224475,5.64103,0.2
-3.04037,-0.349146,0.0220781,5.89744,0.2
-2.67339,-0.329716,0.0216314,6.15385,0.2
-2.33005,-0.310102,0.0211155,6.41026,0.2
-2.01034,-0.290258,0.0205381,6.66667,0.2
-1.71427,-0.270144,0.0199063,6.92308,0.2
-1.44184,-0.249727,0.0192268,7.17949,0.2
-1.19304,-0.228978,0.0185057,7.4359,0.2
-0.967898,-0.207871,0.0177489,7.69231,0.2
-0.766399,-0.186389,0.0169616,7.94872,0.2
-0.588547,-0.164514,0.0161485,8.20513,0.2
-0.434347,-0.142235,0.015314,8.46154,0.2
-0.303799,-0.119543,0.014462,8.71795,0.2
-0.196908,-0.0964281,0.01359,8.97436,0.2
-0.113664,-0.0728455,0.012638,9.23077,0.2
-0.0538317,-0.0485309,0.0112403,9.48718,0.2
-0.0158496,-0.0228041,0.00882712,9.74359,0.2
0.00198005,0.000930518,0.0184817,10,0.2
-10.6231,0.399916,-4.36962,0,0.3
-11.768,-1.48946,-0.410039,0.25641,0.3
-10.9559,-1.2115,0.0752748,0.512821,0.3
-10.2461,-1.14044,0.0224579,0.769231,0.3
-9.66691,-1.09761,0.00299232,1.02564,0.3
-9.12368,-1.05761,0.00355713,1.28205,0.3
-8.59758,-1.01916,0.00716996,1.53846,0.3
-8.08687,-0.982165,0.0106193,1.79487,0.3
-7.59164,-0.946488,0.0136261,2.05128,0.3
-7.11196,-0.91197,0.0162321,2.30769,0.3
-6.64784,-0.878473,0.018477,2.5641,0.3
-6.19931,-0.84587,0.0203893,2.82051,0.3
-5.76638,-0.814044,0.0219932,3.07692,0.3
-5.34906,-0.782887,0.0233112,3.33333,0.3
-4.94737,-0.752298,0.0243647,3.58974,0.3
-4.56131,-0.722181,0.0251738,3.84615,0.3
-4.1909,-0.692451,0.0257579,4.10256,0.3
-3.83615,-0.663028,0.0261352,4.35897,0.3
-3.49707,-0.633837,0.026323,4.61538,0.3
-3.17366,-0.604813,0.0263376,4.87179,0.3
-2.86594,-0.575893,0.0261948,5.12821,0.3
-2.57392,-0.547022,0.0259092,5.38462,0.3
-2.29759,-0.518151,0.0254947,5.64103,0.3
-2.03698,-0.489234,0.0249647,5.89744,0.3
-1.79208,-0.460233,0.0243316,6.15385,0.3
-1.5629,-0.431111,0.023607,6.41026,0.3
-1.34945,-0.401839,0.022802,6.66667,0.3
-1.15173,-0.372389,0.0219267,6.92308,0.3
-0.969753,-0.342739,0.0209908,7.17949,0.3
-0.803519,-0.312868,0.020003,7.4359,0.3
-0.653034,-0.282761,0.0189714,7.69231,0.3
-0.518302,-0.252405,0.0179034,7.94872,0.3
-0.399326,-0.221788,0.0168056,8.20513,0.3
-0.296111,-0.190902,0.015684,8.46154,0.3
-0.20866,-0.159741,0.0145437,8.71795,0.3
-0.136977,-0.128299,0.0133803,8.97436,0.3
-0.0810212,-0.0965716,0.0121178,9.23077,0.3
-0.0403512,-0.0645992,0.0103487,9.48718,0.3
-0.0129229,-0.0328621,0.00773912,9.74359,0.3
0.00160414,-0.000663027,0.0175448,10,0.3
-5.25942,1.08044,-2.18062,0,0.4
-5.84484,-1.54185,-0.312816,0.25641,0.4
-5.49664,-1.47469,0.0342697,0.512821,0.4
-5.12423,-1.34523,0.00677433,0.769231,0.4
-4.83109,-1.28567,-0.00361954,1.02564,0.4
-4.56094,-1.24259,-0.00105774,1.28205,0.4
-4.29968,-1.20225,0.00331886,1.53846,0.4
-4.04589,-1.16276,0.00733793,1.79487,0.4
-3.79963,-1.12391,0.0108388,2.05128,0.4
-3.56096,-1.08564,0.0138751,2.30769,0.4
-3.32991,-1.04787,0.0164908,2.5641,0.4
-3.1065,-1.01055,0.0187176,2.82051,0.4
-2.89075,-0.97362,0.0205829,3.07692,0.4
-2.68268,-0.937028,0.0221126,3.33333,0.4
-2.48229,-0.900721,0.0233312,3.58974,0.4
-2.28962,-0.864653,0.0242625,3.84615,0.4
-2.10466,-0.828782,0.024929,4.10256,0.4
-1.92744,-0.793066,0.0253523,4.35897,0.4
-1.75796,-0.75747,0.0255531,4.61538,0.4
-1.59624,-0.72196,0.0255508,4.87179,0.4
-1.4423,-0.686505,0.0253643,5.12821,0.4
-1.29613,-0.651077,0.0250111,5.38462,0.4
-1.15776,-0.615652,0.0245082,5.64103,0.4
-1.02719,-0.580206,0.0238714,5.89744,0.4
-0.904431,-0.54472,0.0231156,6.15385,0.4
-0.789493,-0.509176,0.0222549,6.41026,0.4
-0.682384,-0.473559,0.0213025,6.66667,0.4
-0.583112,-0.437854,0.0202707,6.92308,0.4
-0.491683,-0.40205,0.0191708,7.17949,0.4
-0.408105,-0.366138,0.0180134,7.4359,0.4
-0.332384,-0.330109,0.0168081,7.69231,0.4
-0.264524,-0.293955,0.0155635,7.94872,0.4
-0.204532,-0.257672,0.0142876,8.20513,0.4
-0.152411,-0.221256,0.0129872,8.46154,0.4
-0.108166,-0.184701,0.0116682,8.71795,0.4
-0.0718002,-0.148009,0.0103295,8.97436,0.4
-0.04328,-0.111222,0.00892126,9.23077,0.4
-0.0222849,-0.0746859,0.00719191,9.48718,0.4
-0.00753043,-0.0396621,0.00506263,9.74359,0.4
0.000837639,-0.00175358,0.0104485,10,0.4
0.0171574,1.28704,0.00720101,0,0.5
0.0234957,-1.5491,-0.0180889,0.25641,0.5
0.0181241,-1.57435,-0.0214833,0.512821,0.5
0.012542,-1.42766,-0.0177079,0.769231,0.5
0.00776094,-1.3644,-0.0119497,1.02564,0.5
0.0038648,-1.32262,-0.00638862,1.28205,0.5
0.000627642,-1.28359,-0.00150596,1.53846,0.5
-0.00215002,-1.24471,0.00273286,1.79487,0.5
-0.00456931,-1.20578,0.00642143,2.05128,0.5
-0.0066747,-1.16685,0.00962464,2.30769,0.5
-0.00849016,-1.12792,0.0123844,2.5641,0.5
-0.0100344,-1.08898,0.0147325,2.82051,0.5
-0.0113253,-1.05005,0.0166973,3.07692,0.5
-0.0123802,-1.01112,0.0183055,3.33333,0.5
-0.0132163,-0.972189,0.019583,3.58974,0.5
-0.0138501,-0.933264,0.0205549,3.84615,0.5
-0.0142975,-0.894344,0.0212451,4.10256,0.5
-0.0145738,-0.855427,0.0216767,4.35897,0.5
-0.0146935,-0.816515,0.0218718,4.61538,0.5
-0.0146706,-0.777607,0.0218515,4.87179,0.5
-0.0145185,-0.738703,0.0216359,5.12821,0.5
-0.0142497,-0.699804,0.0212442,5.38462,0.5
-0.0138763,-0.660908,0.0206944,5.64103,0.5
-0.0134097,-0.622016,0.0200038,5.89744,0.5
-0.0128604,-0.583127,0.0191885,6.15385,0.5
-0.0122386,-0.544241,0.0182638,6.41026,0.5
-0.0115537,-0.505358,0.0172438,6.66667,0.5
-0.0108144,-0.466478,0.0161418,6.92308,0.5
-0.0100288,-0.427599,0.0149701,7.17949,0.5
-0.00920432,-0.388722,0.0137399,7.4359,0.5
-0.00834786,-0.349847,0.0124615,7.69231,0.5
-0.00746552,-0.310973,0.0111442,7.94872,0.5
-0.00656282,-0.2721,0.00979637,8.20513,0.5
-0.00564461,-0.233227,0.00842535,8.46154,0.5
-0.00471507,-0.194355,0.00703748,8.71795,0.5
-0.00377792,-0.155485,0.0056383,8.97436,0.5
-0.00283841,-0.116684,0.00423456,9.23077,0.5
-0.00191545,-0.0784104,0.00284636,9.48718,0.5
-0.00106523,-0.0421687,0.00153079,9.74359,0.5
-8.15E-05,-0.00224783,8.23E-05,10,0.5
5.291,1.06721,2.19263,0,0.6
5.88875,-1.55849,0.277803,0.25641,0.6
5.5307,-1.50239,-0.0756244,0.512821,0.6
5.14781,-1.38358,-0.0406855,0.769231,0.6
4.84574,-1.33341,-0.0191746,1.02564,0.6
4.5683,-1.29793,-0.0110748,1.28205,0.6
4.30097,-1.26341,-0.00609818,1.53846,0.6
4.04195,-1.22819,-0.0019925,1.79487,0.6
3.79112,-1.19227,0.00157991,2.05128,0.6
3.54847,-1.15576,0.00468703,2.30769,0.6
3.314,-1.11874,0.00736422,2.5641,0.6
3.08768,-1.08127,0.00964041,2.82051,0.6
2.86949,-1.04341,0.0115423,3.07692,0.6
2.65942,-1.00523,0.0130956,3.33333,0.6
2.45746,-0.966756,0.0143253,3.58974,0.6
2.26359,-0.928053,0.0152558,3.84615,0.6
2.07778,-0.889163,0.0159105,4.10256,0.6
1.90003,-0.850124,0.0163122,4.35897,0.6
1.73033,-0.810975,0.0164826,4.61538,0.6
1.56865,-0.771747,0.0164427,4.87179,0.6
1.41499,-0.732473,0.0162122,5.12821,0.6
1.26933,-0.693178,0.0158104,5.38462,0.6
1.13165,-0.653889,0.0152551,5.64103,0.6
1.00196,-0.614627,0.0145634,5.89744,0.6
0.880234,-0.575412,0.0137515,6.15385,0.6
0.766465,-0.53626,0.0128345,6.41026,0.6
0.660644,-0.497187,0.0118264,6.66667,0.6
0.562762,-0.458206,0.0107404,6.92308,0.6
0.472811,-0.419328,0.00958854,7.17949,0.6
0.390784,-0.380562,0.00838208,7.4359,0.6
0.316674,-0.341915,0.00713111,7.69231,0.6
0.250475,-0.303395,0.00584482,7.94872,0.6
0.192181,-0.265007,0.00453134,8.20513,0.6
0.141788,-0.226753,0.00319779,8.46154,0.6
0.0992923,-0.188637,0.00185058,8.71795,0.6
0.0646904,-0.150662,0.000501326,8.97436,0.6
0.0379398,-0.112873,-0.000788581,9.23077,0.6
0.0186916,-0.0755921,-0.00173669,9.48718,0.6
0.00556854,-0.0400315,-0.00216963,9.74359,0.6
-0.000977319,-0.00209727,-0.0103074,10,0.6
10.6464,0.374182,4.37467,0,0.7
11.8028,-1.52346,0.378965,0.25641,0.7
10.9834,-1.2676,-0.111757,0.512821,0.7
10.2652,-1.21783,-0.0518427,0.769231,0.7
9.67897,-1.19375,-0.0224947,1.02564,0.7
9.12998,-1.16884,-0.0137788,1.28205,0.7
8.59898,-1.14193,-0.00926732,1.53846,0.7
8.08402,-1.11341,-0.00564616,1.79487,0.7
7.58504,-1.08355,-0.00248934,2.05128,0.7
7.1021,-1.05252,0.000260195,2.30769,0.7
6.63516,-1.02047,0.00262871,2.5641,0.7
6.18424,-0.987528,0.00463996,2.82051,0.7
5.7493,-0.95381,0.00631686,3.07692,0.7
5.33034,-0.919426,0.0076819,3.33333,0.7
4.92734,-0.88448,0.00875719,3.58974,0.7
4.54029,-0.849066,0.00956438,3.84615,0.7
4.16918,-0.813272,0.0101245,4.10256,0.7
3.81399,-0.777179,0.0104581,4.35897,0.7
3.47471,-0.740859,0.0105847,4.61538,0.7
3.15132,-0.70438,0.0105234,4.87179,0.7
2.84382,-0.667803,0.0102924,5.12821,0.7
2.5522,-0.631184,0.00990881,5.38462,0.7
2.27643,-0.594571,0.00938925,5.64103,0.7
2.01652,-0.558009,0.00874927,5.89744,0.7
1.77245,-0.521537,0.00800355,6.15385,0.7
1.54422,-0.485191,0.00716587,6.41026,0.7
1.33181,-0.448999,0.00624909,6.66667,0.7
1.13522,-0.412989,0.00526515,6.92308,0.7
0.954439,-0.377183,0.00422507,7.17949,0.7
0.789463,-0.341599,0.00313894,7.4359,0.7
0.640284,-0.306255,0.00201595,7.69231,0.7
0.506899,-0.271162,0.00086435,7.94872,0.7
0.389301,-0.23633,-0.000308538,8.20513,0.7
0.287488,-0.201769,-0.0014964,8.46154,0.7
0.201457,-0.167483,-0.00269352,8.71795,0.7
0.131206,-0.133476,-0.00388682,8.97436,0.7
0.0766894,-0.0997444,-0.004993,9.23077,0.7
0.0374614,-0.0663017,-0.0055969,9.48718,0.7
0.0114434,-0.0335421,-0.00532859,9.74359,0.7
-0.00167315,-0.00123901,-0.0174749,10,0.7
16.2787,-0.955819,6.54967,0,0.8
17.714,-1.25524,0.0811414,0.25641,0.8
16.3328,-0.915505,-0.110386,0.512821,0.8
15.358,-0.945832,-0.0424811,0.769231,0.8
14.5052,-0.947951,-0.0195556,1.02564,0.8
13.6867,-0.935805,-0.0132099,1.28205,0.8
12.8923,-0.919376,-0.00982522,1.53846,0.8
12.1217,-0.900568,-0.00704043,1.79487,0.8
11.3748,-0.879794,-0.00459552,2.05128,0.8
10.6518,-0.857286,-0.00246354,2.30769,0.8
9.95262,-0.83325,-0.000628848,2.5641,0.8
9.27726,-0.807876,0.000925258,2.82051,0.8
8.62571,-0.781341,0.00221581,3.07692,0.8
7.99798,-0.75381,0.00325993,3.33333,0.8
7.39403,-0.725437,0.00407474,3.58974,0.8
6.81388,-0.696362,0.00467722,3.84615,0.8
6.25751,-0.666717,0.00508409,4.10256,0.8
5.7249,-0.636623,0.00531166,4.35897,0.8
5.21605,-0.606189,0.00537582,4.61538,0.8
4.73095,-0.575517,0.00529189,4.87179,0.8
4.2696,-0.544697,0.00507462,5.12821,0.8
3.83197,-0.513812,0.00473812,5.38462,0.8
3.41807,-0.482937,0.00429583,5.64103,0.8
3.02788,-0.452138,0.00376044,5.89744,0.8
2.6614,-0.421475,0.00314395,6.15385,0.8
2.31863,-0.390998,0.00245757,6.41026,0.8
1.99955,-0.360754,0.00171178,6.66667,0.8
1.70416,-0.330782,0.000916261,6.92308,0.8
1.43246,-0.301116,7.99E-05,7.17949,0.8
1.18443,-0.271785,-0.000789095,7.4359,0.8
0.960085,-0.242811,-0.00168342,7.69231,0.8
0.759409,-0.214216,-0.00259645,7.94872,0.8
0.582401,-0.186013,-0.00352236,8.20513,0.8
0.429058,-0.158216,-0.00445616,8.46154,0.8
0.299381,-0.130833,-0.00539353,8.71795,0.8
0.193368,-0.103869,-0.00632536,8.97436,0.8
0.111009,-0.0772834,-0.00718917,9.23077,0.8
0.0520885,-0.0507969,-0.0076346,9.48718,0.8
0.0150941,-0.0236562,-0.00714067,9.74359,0.8
-0.00193435,0.000329998,-0.018527,10,0.8
23.2865,-3.22662,8.89706,0,0.9
23.0512,-0.160828,-0.647488,0.25641,0.9
21.539,-0.455884,-0.16819,0.512821,0.9
20.4336,-0.5762,-0.0309107,0.769231,0.9
19.3239,-0.598037,-0.0122776,1.02564,0.9
18.2362,-0.599979,-0.00853782,1.28205,0.9
17.1787,-0.596862,-0.00658378,1.53846,0.9
16.1526,-0.590743,-0.00494667,1.79487,0.9
15.1581,-0.582041,-0.00350436,2.05128,0.9
14.1953,-0.57104,-0.00224781,2.30769,0.9
13.264,-0.558009,-0.00117057,2.5641,0.9
12.3644,-0.543199,-0.000264499,2.82051,0.9
11.4964,-0.526847,0.000479434,3.07692,0.9
10.66,-0.509171,0.00107088,3.33333,0.9
9.85518,-0.490375,0.00151993,3.58974,0.9
9.08199,-0.470649,0.0018369,3.84615,0.9
8.34039,-0.450166,0.00203223,4.10256,0.9
7.6304,-0.429085,0.00211633,4.35897,0.9
6.95199,-0.407555,0.00209946,4.61538,0.9
6.30517,-0.385709,0.00199167,4.87179,0.9
5.68993,-0.363668,0.00180269,5.12821,0.9
5.10627,-0.341543,0.0015419,5.38462,0.9
4.55419,-0.319433,0.00121822,5.64103,0.9
4.03367,-0.297426,0.000840135,5.89744,0.9
3.54471,-0.275601,0.000415622,6.15385,0.9
3.08732,-0.254027,-4.79E-05,6.41026,0.9
2.66149,-0.232764,-0.00054341,6.66667,0.9
2.26722,-0.211867,-0.00106464,6.92308,0.9
1.9045,-0.191378,-0.00160574,7.17949,0.9
1.57333,-0.171337,-0.00216143,7.4359,0.9
1.27371,-0.151775,-0.00272698,7.69231,0.9
1.00563,-0.132718,-0.0032982,7.94872,0.9
0.769109,-0.114187,-0.00387143,8.20513,0.9
0.564129,-0.0961965,-0.00444354,8.46154,0.9
0.390694,-0.0787604,-0.00501204,8.71795,0.9
0.248804,-0.0618855,-0.00557392,8.97436,0.9
0.138486,-0.0455389,-0.00611037,9.23077,0.9
0.0599492,-0.0293856,-0.00648019,9.48718,0.9
0.0138236,-0.0119278,-0.00632283,9.74359,0.9
-0.00156485,0.00220213,-0.0117903,10,0.9
36.2124,-5.56058,11.1503,0,1
26.0764,0.458989,0.0651791,0.25641,1
26.6766,-0.0420209,-0.0404864,0.512821,1
25.5063,-0.11373,-0.00646603,0.769231,1
24.1348,-0.138061,0.000618458,1.02564,1
22.7765,-0.155196,0.00141771,1.28205,1
21.4559,-0.168463,0.00162699,1.53846,1
20.1747,-0.178197,0.00178137,1.79487,1
18.9329,-0.18472,0.00191566,2.05128,1
17.7304,-0.18838,0.00202853,2.30769,1
16.5673,-0.189511,0.00211651,2.5641,1
15.4436,-0.188428,0.00217707,2.82051,1
14.3592,-0.185425,0.00220899,3.07692,1
13.3143,-0.180776,0.0022122,3.33333,1
12.3087,-0.174735,0.00218757,3.58974,1
11.3426,-0.167538,0.00213673,3.84615,1
10.4158,-0.1594,0.00206182,4.10256,1
9.52844,-0.150522,0.00196543,4.35897,1
8.68048,-0.141087,0.00185038,4.61538,1
7.87192,-0.131263,0.00171967,4.87179,1
7.10277,-0.1212,0.00157634,5.12821,1
6.37304,-0.111036,0.00142341,5.38462,1
5.68271,-0.100895,0.00126382,5.64103,1
5.0318,-0.0908868,0.00110037,5.89744,1
4.42029,-0.08111,0.00093566,6.15385,1
3.84821,-0.071651,0.000772099,6.41026,1
3.31553,-0.0625855,0.000611861,6.66667,1
2.82227,-0.0539787,0.000456881,6.92308,1
2.36843,-0.0458868,0.000308848,7.17949,1
1.95401,-0.0383572,0.000169213,7.4359,1
1.57901,-0.031429,3.92E-05,7.69231,1
1.24343,-0.0251345,-8.02E-05,7.94872,1
0.947278,-0.019499,-0.000188235,8.20513,1
0.690546,-0.0145425,-0.000284239,8.46154,1
0.473236,-0.0102797,-0.000367928,8.71795,1
0.295347,-0.00672289,-0.0004406,8.97436,1
0.156898,-0.00388549,-0.000513073,9.23077,1
0.0583463,-0.00175962,-0.000627815,9.48718,1
0.00338987,0.000140103,-0.00039637,9.74359,1
-0.00429787,0.00179751,-0.000515144,10,1